Company Name,Priority Tier,Score,Current Rater(s),Instrument Type,Rating,Last Rating Date,Days Overdue,Urgency,Signal_UltraHot,Signal_DualINC,Signal_RecentTransition,Signal_MultiAgency,Signal_Downgraded,Why Target,ACER Pitch Angle,Sector
Annu Projects Ltd.,TIER 2 — HIGH PRIORITY,3,BRICKWORK,Bank Guarantee,A 4,2025-06-16,369,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Construction
Ghatge Patil Transports Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CARE,Bank Guarantee,D,2025-06-16,369,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Logistics
Jani Sales Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CRISIL,Bank Guarantee,A 4,2025-06-16,369,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Other
Joarder Rice Mill Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CRISIL,Long term Loans,B,2025-06-16,369,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Agro & Food
Kaas Footwear Inds. Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CRISIL,Term loans,D,2025-06-16,369,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Manufacturing
Karanja Terminal & Logistics Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CRISIL | ICRA,Term loans,D,2025-07-09,369,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Logistics
Karmic Energy Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CRISIL,Long term Loans,B-,2025-06-16,369,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Energy
Khator Fibre & Fabrics Ltd.,TIER 2 — HIGH PRIORITY,3,CRISIL,Long term Loans,D,2025-06-16,369,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Textiles
Kotsons Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,BRICKWORK,Letter Of credit,D,2025-06-16,369,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Other
Kudu Knit Process Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CRISIL,Long term Loans,B,2025-06-16,369,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Textiles
Macneill Engineering Ltd.,TIER 2 — HIGH PRIORITY,3,CARE,Term loans,B,2025-06-16,369,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Construction
Pride East Entertainments Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CRISIL,Term loans,B,2025-06-16,369,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Other
R K Electric Automation Ltd.,TIER 2 — HIGH PRIORITY,3,CRISIL,Letter Of credit,A 4,2025-06-16,369,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Energy
R L Agro Foods Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CRISIL,Fund based financial facility/instrument,D,2025-06-16,369,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Agro & Food
Rajiv Automobiles Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CRISIL,Letter Of credit,B,2025-06-16,369,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",IT & Technology
Rama Ferro Alloys & Finance Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CRISIL,Letter Of credit,A 4,2025-06-16,369,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",BFSI
Shree Shyam Sponge & Power Ltd.,TIER 2 — HIGH PRIORITY,3,CARE | ICRA,Non-government debt,B/A4,2025-12-19,369,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Energy
Sri Sai Basava Sugars Ltd.,TIER 2 — HIGH PRIORITY,3,BRICKWORK,Fund based financial facility/instrument,D,2025-06-16,369,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Agro & Food
Superfine Metals Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,ACUITE | BRICKWORK,Term loans,D,2025-08-25,369,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Steel & Metals
Vasavi Power Services Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CARE,Bank Guarantee,D,2025-06-16,369,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Energy
Azeen Agro Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CARE,Fund based financial facility/instrument,B-,2025-06-17,368,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Agro & Food
K K P Garments Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,BRICKWORK,Fund based financial facility/instrument,B+,2025-06-17,368,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Textiles
K K P Weaving & Processing Mills Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,BRICKWORK,Letter Of credit,A 4,2025-06-17,368,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Textiles
Khattar Edibles Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CARE,Term loans,B+,2025-06-17,368,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Agro & Food
L M C S Maritime Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,BRICKWORK,Term loans,C,2025-06-17,368,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Other
Microsun Solar Tech Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,BRICKWORK,Letter Of credit,D,2025-06-17,368,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Energy
Ocean Healthcare Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CARE,Term loans,D,2025-06-17,368,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Healthcare
R N Metals Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,BRICKWORK,Non-government debt,C,2025-06-17,368,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Steel & Metals
S R S Real Infrastructure Ltd.,TIER 2 — HIGH PRIORITY,3,BRICKWORK,Fund based financial facility/instrument,D,2025-06-17,368,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Construction
Shri Janki Foodgrains Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,BRICKWORK | IND-RA,Fund based financial facility/instrument,B,2025-08-21,368,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Agro & Food
Spads Textiles Ltd.,TIER 2 — HIGH PRIORITY,3,BRICKWORK,Bank Guarantee,D,2025-06-17,368,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Textiles
Summit Corporation Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CARE,Term loans,D,2025-06-17,368,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",IT & Technology
Swastik Ceracon Ltd.,TIER 2 — HIGH PRIORITY,3,BRICKWORK | IND-RA,Term loans,D,2025-07-18,368,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Other
Sysco Industries Ltd.,TIER 2 — HIGH PRIORITY,3,BRICKWORK,Letter Of credit,D,2025-06-17,368,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Manufacturing
Wear Well India Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,BRICKWORK | CARE,Term loans,D,2025-06-19,368,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Other
A M W Autocomponent Ltd.,TIER 2 — HIGH PRIORITY,3,BRICKWORK,Fund based financial facility/instrument,D,2025-06-18,367,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Automobiles
Aanchal Ispat Ltd.,TIER 2 — HIGH PRIORITY,3,BRICKWORK,Letter Of credit,D,2025-06-18,367,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Steel & Metals
C M K Projects Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CARE,Bank Guarantee,A 4,2025-06-18,367,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Construction
D S G Papers Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CARE,Bank Guarantee,A 4,2025-11-11,367,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Paper & Packaging
Electro Polychem Ltd.,TIER 2 — HIGH PRIORITY,3,ICRA,Non-government debt,B-/A4,2025-06-18,367,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Other
International Healthcare Ltd.,TIER 2 — HIGH PRIORITY,3,CARE,Term loans,B+,2025-06-18,367,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Logistics
Kajaria Infinity Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,ICRA,Non-fund-based financial facility/instrument,A 4,2025-06-18,367,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Other
Karamjeet Singh & Co. Ltd.,TIER 2 — HIGH PRIORITY,3,CRISIL,Bank Guarantee,A 4+,2025-07-24,367,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Other
Koshal Ceramics Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,ACUITE,Term loans,BB-,2025-06-18,367,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Mining & Minerals
Om Shree Rupesh Steel Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CRISIL,Fund based financial facility/instrument,BB+,2025-06-18,367,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Steel & Metals
Purbanchal Laminates Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,ICRA,Term loans,B+,2025-06-18,367,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Other
R C C Developers Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,BRICKWORK,Bank Guarantee,BB-,2025-06-18,367,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Construction
R C C Infraventures Ltd.,TIER 2 — HIGH PRIORITY,3,BRICKWORK,Bank Guarantee,D,2025-06-18,367,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Construction
Ranchi Expressways Ltd.,TIER 2 — HIGH PRIORITY,3,ICRA,Term loans,D,2025-06-18,367,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Other
Reliance Big Entertainment Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,BRICKWORK | CARE,Fund based financial facility/instrument,D,2026-02-12,367,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Other
Samrat Forgings Ltd.,TIER 2 — HIGH PRIORITY,3,CRISIL,Bank Guarantee,A 4+,2025-09-30,367,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Other
Singhania Resources Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CRISIL,Letter Of credit,A 4+,2025-06-18,367,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Other
Ujjawal Proteins Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,BRICKWORK,Term loans,C,2025-06-18,367,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Other
United Coke Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,BRICKWORK,Non-government debt,B+/A4,2025-06-18,367,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Other
Vedik Ispat Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,BRICKWORK | CARE,Term loans,D,2026-01-07,367,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Steel & Metals
Arihant Sugar Inds. Ltd.,TIER 2 — HIGH PRIORITY,3,CARE,Term loans,D,2025-06-19,366,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Manufacturing
D R S Millennium Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CRISIL,Long term Loans,B+,2025-06-19,366,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Other
Golden Agrarian Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,BRICKWORK,Term loans,D,2025-06-19,366,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Jewellery
Hanumat Wires Udyog Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CRISIL,Long term Loans,B,2025-06-19,366,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Steel & Metals
Hassia Packaging Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CRISIL,Bank Guarantee,A 4,2025-06-19,366,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Paper & Packaging
Hill-Brow Metallics & Construction Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,BRICKWORK | IND-RA,Bank Guarantee,C,2025-06-25,366,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Steel & Metals
Hindusthan National Glass & Inds. Ltd.,TIER 2 — HIGH PRIORITY,3,CARE,Non-government debt,D,2025-06-19,366,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Manufacturing
I A P Co. Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CRISIL,Term loans,B+,2025-06-19,366,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Other
Indo Brine Inds. Ltd.,TIER 2 — HIGH PRIORITY,3,CRISIL,Long term Loans,B,2025-06-19,366,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Manufacturing
Indomobil Sales & Services Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CRISIL,Long term Loans,B,2025-07-17,366,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Other
J S K Marketing Ltd.,TIER 2 — HIGH PRIORITY,3,ACUITE,Letter Of credit,D,2025-06-19,366,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Steel & Metals
Jorehaut Group Ltd.,TIER 2 — HIGH PRIORITY,3,CARE,Term loans,BB-,2025-06-19,366,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Other
K K P Textiles Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,BRICKWORK,Non-fund-based financial facility/instrument,A 4,2025-06-19,366,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Textiles
Kakatiya Pipes & Infra Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CRISIL,Long term Loans,B,2025-06-19,366,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Steel & Metals
Kalapurna Steel & Engg. Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CRISIL,Letter Of credit,A 4,2025-06-19,366,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Steel & Metals
Kay Bee Indl. Alloys Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CRISIL,Bank Guarantee,A 4,2025-06-19,366,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Steel & Metals
Kerala Paper Products Ltd.,TIER 2 — HIGH PRIORITY,3,CRISIL,Bank Guarantee,D,2025-06-19,366,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Manufacturing
Kisanmitra Cold Storage Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,ACUITE,Term loans,B+,2025-08-26,366,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Other
Kramski Stamping & Molding India Pvt. Ltd.,TIER 2 — HIGH PRIORITY,3,CRISIL,Long term Loans,B-,2026-03-27,366,HIGH,1,0,0,0,0,ULTRA HOT (365+ days INC),"Over 12 months without a valid rating — ACER provides fastest turnaround, guaranteed analyst availability",Other
