Company_Name,Date,Instruments,Size,Current_Ratings,Outlook,PDF,URL,Is_INC,Date_parsed,Urgency,is_steel,Name_upper,Urgency_final,Tier,Current_Rater,Sector,Source
Sharu Steels Private Limited,"July 23, 2025",Short Term Bank Facilities,Rs. 22.00 Cr.,IVR A3 (Upgraded),Nil,https://infomericstorage.blob.core.windows.net/uploads/pr_sharu_steels_23july25_0aab0d37cf.pdf,https://www.infomerics.com/pressrelease/sharu-steels-private-limited,False,2025-07-23,MEDIUM,True,SHARU STEELS PRIVATE LIMITED,MEDIUM,ACTIVE,Infomerics,Steel & Metals,Infomerics-Only (not in D365)
Agrawal Sponge Private Limited,"July 22, 2025",Long Term Bank Facilities,Rs. 27.50 Cr.,IVR BB (INC)(Downgraded),Negative,https://infomericstorage.blob.core.windows.net/uploads/pr_agrawal_sponge_22july25_3ae08176fb.pdf,https://www.infomerics.com/pressrelease/agrawal-sponge-private-limited,True,2025-07-22,MEDIUM,True,AGRAWAL SPONGE PRIVATE LIMITED,MEDIUM,HOT,Infomerics,Steel & Metals,Infomerics-Only (not in D365)
Metal Care Alloys Limited,"July 21, 2025",Short term Bank Facilities,Rs. 0.50 Cr.,IVR A3 (Reaffirmed),Nil,https://infomericstorage.blob.core.windows.net/uploads/Pr_Metal_Care_Alloys_21july25_8b58bc2175.pdf,https://www.infomerics.com/pressrelease/metal-care-alloys-limited,False,2025-07-21,MEDIUM,True,METAL CARE ALLOYS LIMITED,MEDIUM,ACTIVE,Infomerics,Steel & Metals,Infomerics-Only (not in D365)
B.L. Foundry Private Limited,"July 21, 2025",Long Term Bank Facilities,Rs. 4.75 Cr.,IVR B+ (Upgraded),Stable,https://infomericstorage.blob.core.windows.net/uploads/pr_BL_Foundry_21july25_adf7092a40.pdf,https://www.infomerics.com/pressrelease/bl-foundry-private-limited,False,2025-07-21,MEDIUM,True,B.L. FOUNDRY PRIVATE LIMITED,MEDIUM,ACTIVE,Infomerics,Steel & Metals,Infomerics-Only (not in D365)
Heritage Alloys Private Limited,"July 17, 2025",Long Term Bank Facilities,Rs. 28.57 Cr.,IVR BBB- (Assigned),Stable,https://infomericstorage.blob.core.windows.net/uploads/pr_heritage_alloys_17july25_33fc7c609a.pdf,https://www.infomerics.com/pressrelease/heritage-alloys-private-limited,False,2025-07-17,MEDIUM,True,HERITAGE ALLOYS PRIVATE LIMITED,MEDIUM,ACTIVE,Infomerics,Steel & Metals,Infomerics-Only (not in D365)
Laxmi Metal Pressing works Private Limited,"July 17, 2025",Short term Bank Facilities,Rs. 27.00 Cr.,IVR A3 (Assigned),Nil,https://infomericstorage.blob.core.windows.net/uploads/Pr_Laxmi_Metal_Pressing_17july25_3089504ca3.pdf,https://www.infomerics.com/pressrelease/laxmi-metal-pressing-works-private-limited,False,2025-07-17,MEDIUM,True,LAXMI METAL PRESSING WORKS PRIVATE LIMITED,MEDIUM,ACTIVE,Infomerics,Steel & Metals,Infomerics-Only (not in D365)
SBA Metals And Steel Private Limited,"July 16, 2025",Long term Bank Facilities,0.00 (Reduced from Rs. 0.44 Cr.),Withdrawn,Nil,https://infomericstorage.blob.core.windows.net/uploads/Pr_SBA_Metal_Steel_16july25_28fceec2a2.pdf,https://www.infomerics.com/pressrelease/sba-metals-and-steel-private-limited,False,2025-07-16,MEDIUM,True,SBA METALS AND STEEL PRIVATE LIMITED,MEDIUM,ACTIVE,Infomerics,Steel & Metals,Infomerics-Only (not in D365)
Blackrock Steel & Power Private Limited,"July 7, 2025",Long Term Bank Facility (including proposed limit of Rs. 5.00 Crore),Rs. 33.00 Cr. (reduced from Rs. 33.50 Cr.),IVR BBB- (Reaffirmed),Stable,https://infomericstorage.blob.core.windows.net/uploads/pr_blackrock_steel_7july25_2c4e3d3c6a.pdf,https://www.infomerics.com/pressrelease/blackrock-steel--power-private-limited,False,2025-07-07,MEDIUM,True,BLACKROCK STEEL & POWER PRIVATE LIMITED,MEDIUM,ACTIVE,Infomerics,Steel & Metals,Infomerics-Only (not in D365)
Sri Ganesh Sponge Iron Private Limited,"June 26, 2025",Long Term Bank Facilities,Rs. 39.33 Cr.,IVR BBB (CE)(Reaffirmed),Rating Watch with Developing Implications,https://infomericstorage.blob.core.windows.net/uploads/pr_Sri_Ganesh_Sponge_26jun25_d48a723604.pdf,https://www.infomerics.com/pressrelease/sri-ganesh-sponge-iron-private-limited,False,2025-06-26,MEDIUM,True,SRI GANESH SPONGE IRON PRIVATE LIMITED,MEDIUM,ACTIVE,Infomerics,Steel & Metals,Infomerics-Only (not in D365)
Pioneer Steels,"June 23, 2025",Long Term Bank Facilities,Rs. 71.50 Cr.,IVR BB (INC)(Downgraded),Negative,https://infomericstorage.blob.core.windows.net/uploads/pr_pioneer_steels_23june25_1115961fee.pdf,https://www.infomerics.com/pressrelease/pioneer-steels,True,2025-06-23,MEDIUM,True,PIONEER STEELS,MEDIUM,HOT,Infomerics,Steel & Metals,Infomerics-Only (not in D365)
Gavi Siddeswara Steels (India) Private Limited,"June 16, 2025",Long Term Facilities,Rs. 40.00 Cr.,IVR BB (Assigned),Stable,https://infomericstorage.blob.core.windows.net/uploads/pr_gavi_siddeswara_16june25_ff9c0ab713.pdf,https://www.infomerics.com/pressrelease/gavi-siddeswara-steels-india-private-limited,False,2025-06-16,HIGH,True,GAVI SIDDESWARA STEELS (INDIA) PRIVATE LIMITED,HIGH,ACTIVE,Infomerics,Steel & Metals,Infomerics-Only (not in D365)
Hare Krishna Metallics Private Limited,"June 13, 2025",Long Term Bank Facilities,Rs. 6.80 Cr.,IVR BBB- (Assigned),Stable,https://infomericstorage.blob.core.windows.net/uploads/pr_Hare_Krishna_Metallics_13june25_1f9565dee3.pdf,https://www.infomerics.com/pressrelease/hare-krishna-metallics-private-limited,False,2025-06-13,HIGH,True,HARE KRISHNA METALLICS PRIVATE LIMITED,HIGH,ACTIVE,Infomerics,Steel & Metals,Infomerics-Only (not in D365)
Magadh Iron Private Limited,"June 13, 2025",Long Term Bank Facility,Rs. 36.52 Cr.,IVR B (INC) (Downgraded),Negative,https://infomericstorage.blob.core.windows.net/uploads/Pr_Magadh_Iron_13june25_d63eb7ea82.pdf,https://www.infomerics.com/pressrelease/magadh-iron-private-limited,True,2025-06-13,HIGH,True,MAGADH IRON PRIVATE LIMITED,HIGH,ULTRA HOT,Infomerics,Steel & Metals,Infomerics-Only (not in D365)
Jai Prabhuji Iron & Steel Private Limited,"June 12, 2025",Long Term Bank Facilities,Rs. 35.00 Cr.,IVR BBB- (Assigned),Stable,https://infomericstorage.blob.core.windows.net/uploads/pr_jaiprabhuji_12june25_ffe739cfbe.pdf,https://www.infomerics.com/pressrelease/jai-prabhuji-iron--steel-private-limited,False,2025-06-12,HIGH,True,JAI PRABHUJI IRON & STEEL PRIVATE LIMITED,HIGH,ACTIVE,Infomerics,Steel & Metals,Infomerics-Only (not in D365)
Lall Steels Private Limited,"June 6, 2025",Short Term Facilities,Rs. 7.38 Cr.,IVR A4+ (Assigned),Nil,https://infomericstorage.blob.core.windows.net/uploads/Pr_Lall_Steels_6june25_6435c201c2.pdf,https://www.infomerics.com/pressrelease/lall-steels-private-limited,False,2025-06-06,HIGH,True,LALL STEELS PRIVATE LIMITED,HIGH,ACTIVE,Infomerics,Steel & Metals,Infomerics-Only (not in D365)
Narindra and Narindra Steel Corporation,"June 6, 2025",Long Term Bank Facility,Rs. 30.00 Cr. (includes proposed facility of Rs. 5.00 Cr.),IVR BBB- (Assigned),Stable,https://infomericstorage.blob.core.windows.net/uploads/pr_narindra_steel_6june25_a1989e9c2b.pdf,https://www.infomerics.com/pressrelease/narindra-and-narindra-steel-corporation,False,2025-06-06,HIGH,True,NARINDRA AND NARINDRA STEEL CORPORATION,HIGH,ACTIVE,Infomerics,Steel & Metals,Infomerics-Only (not in D365)
Z.V. Steels Private Limited,"June 3, 2025",Long Term Bank Facilities,Rs. 48.00 Cr.,IVR BB+ (INC)(Downgraded),Negative,https://infomericstorage.blob.core.windows.net/uploads/pr_zvsteels_3june25_bcb979a826.pdf,https://www.infomerics.com/pressrelease/zv-steels-private-limited,True,2025-06-03,HIGH,True,Z.V. STEELS PRIVATE LIMITED,HIGH,ULTRA HOT,Infomerics,Steel & Metals,Infomerics-Only (not in D365)
Oplus Steel & Power Private Limited (erstwhile Known as Swati Concast & Power Private Limited),"June 2, 2025",Short Term Bank Facilities,Rs. 9.00 Cr.,IVR A4+ (INC)(Downgraded),Nil,https://infomericstorage.blob.core.windows.net/uploads/pr_oplus_steel_2june25_4f1ba035e8.pdf,https://www.infomerics.com/pressrelease/oplus-steel--power-private-limited-erstwhile-known-as-swati-concast--power-private-limited,True,2025-06-02,HIGH,True,OPLUS STEEL & POWER PRIVATE LIMITED (ERSTWHILE KNOWN AS SWATI CONCAST & POWER PRIVATE LIMITED),HIGH,ULTRA HOT,Infomerics,Steel & Metals,Infomerics-Only (not in D365)
Malnad Alloy Castings Private Limited,"May 30, 2025",Long Term Facilities,Rs. 59.75 Cr.,IVR BBB- (Assigned),Stable,https://infomericstorage.blob.core.windows.net/uploads/Pr_Malnad_Alloy_30may25_d4910c9a8b.pdf,https://www.infomerics.com/pressrelease/malnad-alloy-castings-private-limited,False,2025-05-30,HIGH,True,MALNAD ALLOY CASTINGS PRIVATE LIMITED,HIGH,ACTIVE,Infomerics,Steel & Metals,Infomerics-Only (not in D365)
Metallic Ferro Alloys LLP,"May 30, 2025",Short Term Bank Facilities,Rs. 15.00 Cr. (reduced from Rs. 25.00 Cr.),IVR A3+ (Reaffirmed),Nil,https://infomericstorage.blob.core.windows.net/uploads/pr_metallic_ferro_30may2025_9792e093bd.pdf,https://www.infomerics.com/pressrelease/metallic-ferro-alloys-llp,False,2025-05-30,HIGH,True,METALLIC FERRO ALLOYS LLP,HIGH,ACTIVE,Infomerics,Steel & Metals,Infomerics-Only (not in D365)
Ganesh Sponge Private Limited,"May 30, 2025",Long Term Bank Facilities,Rs. 32.50 Cr.,IVR B (INC)(Downgraded),Negative,https://infomericstorage.blob.core.windows.net/uploads/pr_ganesh_sponge_30may25_d058e67aeb.pdf,https://www.infomerics.com/pressrelease/ganesh-sponge-private-limited,True,2025-05-30,HIGH,True,GANESH SPONGE PRIVATE LIMITED,HIGH,ULTRA HOT,Infomerics,Steel & Metals,Infomerics-Only (not in D365)
R.K. Steels,"May 29, 2025",Long Term Bank Facilities,Rs. 72.00 Cr.,IVR BBB- (Reaffirmed),Stable,https://infomericstorage.blob.core.windows.net/uploads/pr_RK_steels_29may25_3ded63b462.pdf,https://www.infomerics.com/pressrelease/rk-steels,False,2025-05-29,HIGH,True,R.K. STEELS,HIGH,ACTIVE,Infomerics,Steel & Metals,Infomerics-Only (not in D365)
Tarni Steel LLP,"May 27, 2025",Long Term Bank Facilities,Rs. 33.65 Cr.,IVR BBB- (Assigned),Stable,https://infomericstorage.blob.core.windows.net/uploads/pr_tarni_steel_27may25_ce214d2c34.pdf,https://www.infomerics.com/pressrelease/tarni-steel-llp,False,2025-05-27,HIGH,True,TARNI STEEL LLP,HIGH,ACTIVE,Infomerics,Steel & Metals,Infomerics-Only (not in D365)
Vraj Metaliks Private Limited,"May 26, 2025",Long Term Bank Facilities,Rs. 15.00 Cr.,IVR BB+ (INC)(Downgraded),Negative,https://infomericstorage.blob.core.windows.net/uploads/pr_vraj_metaliks_26may25_6351a7b008.pdf,https://www.infomerics.com/pressrelease/vraj-metaliks-private-limited,True,2025-05-26,HIGH,True,VRAJ METALIKS PRIVATE LIMITED,HIGH,ULTRA HOT,Infomerics,Steel & Metals,Infomerics-Only (not in D365)
Oyster Steel and Iron Private Limited,"May 23, 2025",Long/Short Term Bank Facilities,Rs. 140.00 Cr.,IVR D; ISSUER NOT COOPERATING,Nil,https://infomericstorage.blob.core.windows.net/uploads/pr_oyster_steel_23may25_f54ac21448.pdf,https://www.infomerics.com/pressrelease/oyster-steel-and-iron-private-limited,False,2025-05-23,HIGH,True,OYSTER STEEL AND IRON PRIVATE LIMITED,HIGH,ACTIVE,Infomerics,Steel & Metals,Infomerics-Only (not in D365)
Worldwide Metals Private Limited,"May 23, 2025",Short Term Bank Facility,Rs. 4.00 Cr.,IVR D (INC)(Reaffirmed),Nil,https://infomericstorage.blob.core.windows.net/uploads/pr_worldwide_metals_23may25_7e4848360f.pdf,https://www.infomerics.com/pressrelease/worldwide-metals-private-limited,True,2025-05-23,HIGH,True,WORLDWIDE METALS PRIVATE LIMITED,HIGH,ULTRA HOT,Infomerics,Steel & Metals,Infomerics-Only (not in D365)
Olympus Metal Private Limited,"May 23, 2025",Short Term Bank Facilities,Rs. 10.00 Cr.,IVR D (INC)(Reaffirmed),Nil,https://infomericstorage.blob.core.windows.net/uploads/pr_olympus_metal_23may25_c3233af2dd.pdf,https://www.infomerics.com/pressrelease/olympus-metal-private-limited,True,2025-05-23,HIGH,True,OLYMPUS METAL PRIVATE LIMITED,HIGH,ULTRA HOT,Infomerics,Steel & Metals,Infomerics-Only (not in D365)
Home Zone Stainless Private Limited,"May 23, 2025",Long Term Bank Facilities (including proposed),Rs. 20.00 Cr.,IVR B (INC)(Downgraded),Negative,https://infomericstorage.blob.core.windows.net/uploads/pr_homezone_stainless_23may25_d27bfb6fdc.pdf,https://www.infomerics.com/pressrelease/home-zone-stainless-private-limited,True,2025-05-23,HIGH,True,HOME ZONE STAINLESS PRIVATE LIMITED,HIGH,ULTRA HOT,Infomerics,Steel & Metals,Infomerics-Only (not in D365)
Draken Metals Trading Private Limited,"May 23, 2025",Long Term/ Short Term Bank Facilities,Rs. 150.00 Cr.,IVR D (INC)(Reaffirmed),Nil,https://infomericstorage.blob.core.windows.net/uploads/pr_draken_metals_23may25_e96536db11.pdf,https://www.infomerics.com/pressrelease/draken-metals-trading-private-limited,True,2025-05-23,HIGH,True,DRAKEN METALS TRADING PRIVATE LIMITED,HIGH,ULTRA HOT,Infomerics,Steel & Metals,Infomerics-Only (not in D365)
Bhagyalaxmi Rolling Mill Private Limited,"May 22, 2025",Long Term Bank Facilities,Rs. 610.00 Cr.   (reduced from Rs. 686.75 Cr.)(including proposed limit of Rs. 11.86 Cr.),IVR A- (Reaffirmed),Stable,https://infomericstorage.blob.core.windows.net/uploads/pr_bhagyalaxmi_rollingmill_22may25_bc8e159e61.pdf,https://www.infomerics.com/pressrelease/bhagyalaxmi-rolling-mill-private-limited,False,2025-05-22,HIGH,True,BHAGYALAXMI ROLLING MILL PRIVATE LIMITED,HIGH,ACTIVE,Infomerics,Steel & Metals,Infomerics-Only (not in D365)
Mother Earth Environ Tech Private Limited,"May 20, 2025",Long Term Bank Facilities,Rs. 30.42 Cr.,IVR B+ (INC)(Downgraded),Negative,https://infomericstorage.blob.core.windows.net/uploads/pr_motherearth_environtech_20may25_aab5bbb07f.pdf,https://www.infomerics.com/pressrelease/mother-earth-environ-tech-private-limited,True,2025-05-20,HIGH,True,MOTHER EARTH ENVIRON TECH PRIVATE LIMITED,HIGH,ULTRA HOT,Infomerics,Steel & Metals,Infomerics-Only (not in D365)
Elec Steel Processing Industries Limited,"May 20, 2025",Long Term Facilities,Rs. 41.35 Cr.,IVR BBB- (Assigned),Stable,https://infomericstorage.blob.core.windows.net/uploads/pr_elecsteel_processing_20may25_9ec4b386f5.pdf,https://www.infomerics.com/pressrelease/elec-steel-processing-industries-limited,False,2025-05-20,HIGH,True,ELEC STEEL PROCESSING INDUSTRIES LIMITED,HIGH,ACTIVE,Infomerics,Steel & Metals,Infomerics-Only (not in D365)
Suncity Metals and Tubes Private Limited (Erstwhile Suncity Sheets Private Limited),"May 19, 2025",Short Term Bank Facilities,Rs. 184.00 Cr. (Enhanced from Rs.161.00 crore),IVR A2+ (Reaffirmed),Nil,https://infomericstorage.blob.core.windows.net/uploads/Pr_Suncity_Metals_19may25_cd41a82f5e.pdf,https://www.infomerics.com/pressrelease/suncity-metals-and-tubes-private-limited-erstwhile-suncity-sheets-private-limited,False,2025-05-19,HIGH,True,SUNCITY METALS AND TUBES PRIVATE LIMITED (ERSTWHILE SUNCITY SHEETS PRIVATE LIMITED),HIGH,ACTIVE,Infomerics,Steel & Metals,Infomerics-Only (not in D365)
S P Iron Private Limited,"May 6, 2025",Long Term Bank Facilities,Rs. 0.83 Cr.,IVR BB- (Reaffirmed),Stable,https://infomericstorage.blob.core.windows.net/uploads/pr_SP_Iron_6may25_1fb1210087.pdf,https://www.infomerics.com/pressrelease/s-p-iron-private-limited,False,2025-05-06,HIGH,True,S P IRON PRIVATE LIMITED,HIGH,ACTIVE,Infomerics,Steel & Metals,Infomerics-Only (not in D365)
Metal Engineering and Treatment Company Private Limited,"April 30, 2025",Short Term Bank Facilities,Rs. 18.00 Cr.,IVR A4+ (Assigned),Nil,https://infomericstorage.blob.core.windows.net/uploads/pr_Metal_Engineering_30apr25_a2735ec640.pdf,https://www.infomerics.com/pressrelease/metal-engineering-and-treatment-company-private-limited,False,2025-04-30,HIGH,True,METAL ENGINEERING AND TREATMENT COMPANY PRIVATE LIMITED,HIGH,ACTIVE,Infomerics,Steel & Metals,Infomerics-Only (not in D365)
Maiden Forgings Limited,"April 29, 2025",Short Term Bank Facilities,-,Withdrawn,Nil,https://infomericstorage.blob.core.windows.net/uploads/pr_maiden_forgings_29apr25_54ddb35ab0.pdf,https://www.infomerics.com/pressrelease/maiden-forgings-limited,False,2025-04-29,HIGH,True,MAIDEN FORGINGS LIMITED,HIGH,ACTIVE,Infomerics,Steel & Metals,Infomerics-Only (not in D365)
Shree Ramdev Metalex LLP (SRML),"April 24, 2025",Long term/ Short term non-fund-based facility - Letter of Credit,Rs. 52.00 Cr.,IVR BBB-/ IVR A3 (Reaffirmed),Stable/-,https://infomericstorage.blob.core.windows.net/uploads/Pr_Shree_Ramdev_Metalex_24apr25_90aac2e0be.pdf,https://www.infomerics.com/pressrelease/shree-ramdev-metalex-llp-srml,False,2025-04-24,HIGH,True,SHREE RAMDEV METALEX LLP (SRML),HIGH,ACTIVE,Infomerics,Steel & Metals,Infomerics-Only (not in D365)
Indalium Metal Products Limited,"April 22, 2025",Short Term Bank Facilities,Rs. 26.70 Cr.,IVR A4+ (Assigned),Nil,https://infomericstorage.blob.core.windows.net/uploads/pr_indalium_metalproducts_22apr25_f60876ab3a.pdf,https://www.infomerics.com/pressrelease/indalium-metal-products-limited,False,2025-04-22,HIGH,True,INDALIUM METAL PRODUCTS LIMITED,HIGH,ACTIVE,Infomerics,Steel & Metals,Infomerics-Only (not in D365)
Struc-Rite Metal Building Systems,"April 15, 2025",Short-Term Bank Facilities - Bill Discounting,Rs. 2.50 Cr.,IVR A4 (Reaffirmed),Nil,https://infomericstorage.blob.core.windows.net/uploads/pr_strucrite_metal_15apr25_90cdad2349.pdf,https://www.infomerics.com/pressrelease/strucrite-metal-building-systems,False,2025-04-15,HIGH,True,STRUC-RITE METAL BUILDING SYSTEMS,HIGH,ACTIVE,Infomerics,Steel & Metals,Infomerics-Only (not in D365)
Swarup Rolling Mills Private Limited (erstwhile Swarup Rolling Mills Limited),"April 11, 2025",Long Term Bank Facility,Rs. 42.00 Cr.,IVR BB- (INC)(Downgraded),Negative,https://infomericstorage.blob.core.windows.net/uploads/Pr_Swarup_Rolling_Mills_11apr25_0473221350.pdf,https://www.infomerics.com/pressrelease/swarup-rolling-mills-private-limited-erstwhile-swarup-rolling-mills-limited,True,2025-04-11,HIGH,True,SWARUP ROLLING MILLS PRIVATE LIMITED (ERSTWHILE SWARUP ROLLING MILLS LIMITED),HIGH,ULTRA HOT,Infomerics,Steel & Metals,Infomerics-Only (not in D365)
Balaji Industrial and Agricultural Castings Private Limited,"April 11, 2025",Long Term Bank Facilities,Rs. 7.14 Cr.,IVR B (INC)(Downgraded),Negative,https://infomericstorage.blob.core.windows.net/uploads/Pr_Balaji_Industrial_Agri_11apr25_df039cc45a.pdf,https://www.infomerics.com/pressrelease/balaji-industrial-and-agricultural-castings-private-limited,True,2025-04-11,HIGH,True,BALAJI INDUSTRIAL AND AGRICULTURAL CASTINGS PRIVATE LIMITED,HIGH,ULTRA HOT,Infomerics,Steel & Metals,Infomerics-Only (not in D365)
S.S. Fabricators & Manufacturers Private Limited,"April 9, 2025",Short Term Facilities,Rs. 90.00 Cr. (Increased from Rs. 45.00 Crore),IVR A2 (Upgraded),Nil,https://infomericstorage.blob.core.windows.net/uploads/pr_ss_fabricators_9apr25_59debcbfbf.pdf,https://www.infomerics.com/pressrelease/ss-fabricators--manufacturers-private-limited,False,2025-04-09,HIGH,True,S.S. FABRICATORS & MANUFACTURERS PRIVATE LIMITED,HIGH,ACTIVE,Infomerics,Steel & Metals,Infomerics-Only (not in D365)
Gaj Laxmi Castings Private Limited,"April 8, 2025",Long Term Facilities,Rs. 31.25 Cr.,IVR BB (Assigned),Stable,https://infomericstorage.blob.core.windows.net/uploads/pr_Gaj_Laxmi_Castings_8apr25_764f2b20de.pdf,https://www.infomerics.com/pressrelease/gaj-laxmi-castings-private-limited,False,2025-04-08,HIGH,True,GAJ LAXMI CASTINGS PRIVATE LIMITED,HIGH,ACTIVE,Infomerics,Steel & Metals,Infomerics-Only (not in D365)
Shri Krishna Steelage Private Limited,"April 8, 2025",Long Term Bank Facilities (Proposed),Rs. 3.30 Cr.,IVR BB+ (Assigned),Stable,https://infomericstorage.blob.core.windows.net/uploads/Pr_Shri_Krishna_Steelage_8apr25_4210bfc738.pdf,https://www.infomerics.com/pressrelease/shri-krishna-steelage-private-limited,False,2025-04-08,HIGH,True,SHRI KRISHNA STEELAGE PRIVATE LIMITED,HIGH,ACTIVE,Infomerics,Steel & Metals,Infomerics-Only (not in D365)
Jalna Siddhivinayak Alloys Private Limited,"April 7, 2025",Long Term Bank Facilities,Rs. 106.84 Cr.,IVR BB (INC)(Downgraded),Negative,https://infomericstorage.blob.core.windows.net/uploads/pr_JSAPL_7apr25_cf1b8b5722.pdf,https://www.infomerics.com/pressrelease/jalna-siddhivinayak-alloys-private-limited,True,2025-04-07,HIGH,True,JALNA SIDDHIVINAYAK ALLOYS PRIVATE LIMITED,HIGH,ULTRA HOT,Infomerics,Steel & Metals,Infomerics-Only (not in D365)
Poshs Metal Industries Private Limited,"April 3, 2025",Short Term Bank Facilities,Rs. 100.00 Cr.,IVR A3 (Assigned),Nil,https://infomericstorage.blob.core.windows.net/uploads/pr_Poshs_Metal_Industries_3apr25_32c97f5984.pdf,https://www.infomerics.com/pressrelease/poshs-metal-industries-private-limited,False,2025-04-03,HIGH,True,POSHS METAL INDUSTRIES PRIVATE LIMITED,HIGH,ACTIVE,Infomerics,Steel & Metals,Infomerics-Only (not in D365)
Poshs Metal Aurangabad LLP,"April 3, 2025",Long Term Bank Facilities,Rs. 120.00 Cr.,IVR BBB- (Assigned),Stable,https://infomericstorage.blob.core.windows.net/uploads/pr_Poshs_Metal_Aurangabad_3apr25_bd303bdd99.pdf,https://www.infomerics.com/pressrelease/poshs-metal-aurangabad-llp,False,2025-04-03,HIGH,True,POSHS METAL AURANGABAD LLP,HIGH,ACTIVE,Infomerics,Steel & Metals,Infomerics-Only (not in D365)
Sonal Irons Industry Private Limited,"April 2, 2025",Long Term Bank Facilities,Rs. 82.70 Cr.,IVR BBB- (Assigned),Stable,https://infomericstorage.blob.core.windows.net/uploads/pr_sonal_irons_2apr25_c9c7a8844b.pdf,https://www.infomerics.com/pressrelease/sonal-irons-industry-private-limited,False,2025-04-02,HIGH,True,SONAL IRONS INDUSTRY PRIVATE LIMITED,HIGH,ACTIVE,Infomerics,Steel & Metals,Infomerics-Only (not in D365)
Madhur Iron & Steel (I) Limited,"March 31, 2025",Short Term Bank Facilities,Rs. 55.00 Cr. (enhanced from Rs. 30.00 Cr.),IVR A3+ (Reaffirmed),Nil,https://infomericstorage.blob.core.windows.net/uploads/Pr_Madhur_Iron_31mar2025_aaf0c36e1c.pdf,https://www.infomerics.com/pressrelease/madhur-iron--steel-i-limited,False,2025-03-31,HIGH,True,MADHUR IRON & STEEL (I) LIMITED,HIGH,ACTIVE,Infomerics,Steel & Metals,Infomerics-Only (not in D365)
Enershell Alloys & Steel Private Limited,"March 31, 2025",Long Term Bank Facilities,Rs. 34.95 Cr.,IVR BBB-,Positive,https://infomericstorage.blob.core.windows.net/uploads/pr_enershell_alloys_31mar25_751d6e3fd6.pdf,https://www.infomerics.com/pressrelease/enershell-alloys--steel-private-limited,False,2025-03-31,HIGH,True,ENERSHELL ALLOYS & STEEL PRIVATE LIMITED,HIGH,ACTIVE,Infomerics,Steel & Metals,Infomerics-Only (not in D365)
Hannu Steel Private Limited,"March 31, 2025",Long Term Bank Facilities,Rs. 10.00 Cr.,IVR BBB-,Positive,https://infomericstorage.blob.core.windows.net/uploads/pr_hannu_steel_31mar25_718afbe5ac.pdf,https://www.infomerics.com/pressrelease/hannu-steel-private-limited,False,2025-03-31,HIGH,True,HANNU STEEL PRIVATE LIMITED,HIGH,ACTIVE,Infomerics,Steel & Metals,Infomerics-Only (not in D365)
Radiance Alloy & Electricals Private Limited,"March 31, 2025",Proposed Long Term Facilities,Rs. 2.54 Cr.,IVR BB (Assigned),Stable,https://infomericstorage.blob.core.windows.net/uploads/pr_radiance_alloy_31mar25_898ade29b8.pdf,https://www.infomerics.com/pressrelease/radiance-alloy--electricals-private-limited,False,2025-03-31,HIGH,True,RADIANCE ALLOY & ELECTRICALS PRIVATE LIMITED,HIGH,ACTIVE,Infomerics,Steel & Metals,Infomerics-Only (not in D365)
Nakoda Steelmet Engineering Private Limited,"March 28, 2025",Long Term Bank Facilities,Rs. 29.42 Cr.,IVR BB (Assigned),Stable,https://infomericstorage.blob.core.windows.net/uploads/pr_nakoda_steelmeteng_28mar25_611594082b.pdf,https://www.infomerics.com/pressrelease/nakoda-steelmet-engineering-private-limited,False,2025-03-28,HIGH,True,NAKODA STEELMET ENGINEERING PRIVATE LIMITED,HIGH,ACTIVE,Infomerics,Steel & Metals,Infomerics-Only (not in D365)
SNB Metal and Alloys,"March 28, 2025",Long Term Bank Facilities,Rs. 11.79 Cr.,IVR BB (Assigned),Stable,https://infomericstorage.blob.core.windows.net/uploads/pr_SNB_Metal_28mar25_b2c80cddb9.pdf,https://www.infomerics.com/pressrelease/snb-metal-and-alloys,False,2025-03-28,HIGH,True,SNB METAL AND ALLOYS,HIGH,ACTIVE,Infomerics,Steel & Metals,Infomerics-Only (not in D365)
Chandan Steel Limited,"March 27, 2025",Short Term Bank Facilities,Rs. 551.00 Cr.,IVR A2+ (Reaffirmed),Nil,https://infomericstorage.blob.core.windows.net/uploads/Press_Release_CSL_27mar25_3e19de13a7.pdf,https://www.infomerics.com/pressrelease/chandan-steel-limited-,False,2025-03-27,HIGH,True,CHANDAN STEEL LIMITED,HIGH,ACTIVE,Infomerics,Steel & Metals,Infomerics-Only (not in D365)
Everest Metals FZE,"March 27, 2025",Long Term Bank Facilities,Rs. 76.70 Cr.,IVR C (INC)(Reaffirmed),Negative,https://infomericstorage.blob.core.windows.net/uploads/pr_everest_metals_27mar25_3edc74771a.pdf,https://www.infomerics.com/pressrelease/everest-metals-fze,True,2025-03-27,HIGH,True,EVEREST METALS FZE,HIGH,ULTRA HOT,Infomerics,Steel & Metals,Infomerics-Only (not in D365)
Laxmikripa Steels & Power Private Limited,"March 27, 2025",Long Term Bank Facilities,Rs. 30.00 Cr. (enhanced from Rs. 29.71 Cr.),IVR BBB- (Reaffirmed),Stable,https://infomericstorage.blob.core.windows.net/uploads/pr_laxmikripa_steels_27mar25_e299c76637.pdf,https://www.infomerics.com/pressrelease/laxmikripa-steels--power-private-limited,False,2025-03-27,HIGH,True,LAXMIKRIPA STEELS & POWER PRIVATE LIMITED,HIGH,ACTIVE,Infomerics,Steel & Metals,Infomerics-Only (not in D365)
