Company Name,Instrument Type,Current Rater,Rating,Rating Date,Urgency,INC,Sector,Why Target,ACER Pitch Angle
DCX Systems Limited (Erstwhile DCX Cable Assemblies Private Limited),Long Term Facilities,Infomerics,IVR BB+ (INC)(Downgraded),"September 19, 2025",MEDIUM,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
DCX Systems Limited (Erstwhile DCX Cable Assemblies Private Limited),Short Term Facilities,Infomerics,IVR A4+ (INC)(Downgraded),"September 19, 2025",MEDIUM,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Venus Auto Works Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,B+,11-07-2025,MEDIUM,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
Veda Engineering Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,10-07-2025,MEDIUM,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
Rudra Auto Tech Engg. Pvt. Ltd.,Bank Guarantee,BRICKWORK,D,24-06-2025,MEDIUM,Y,Manufacturing,INC with BRICKWORK — not cooperating; switch needed,"INC blocks bank financing; ACER vs BRICKWORK: faster, more responsive, India-focused"
I G L Industries Ltd.,Letter Of credit,BRICKWORK,B,24-06-2025,MEDIUM,Y,Manufacturing,INC with BRICKWORK — not cooperating; switch needed,"INC blocks bank financing; ACER vs BRICKWORK: faster, more responsive, India-focused"
Apco Automobiles Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,D,24-06-2025,MEDIUM,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
Technovaa Plastic Inds. Pvt. Ltd.,Term loans,CRISIL,D,24-06-2025,MEDIUM,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
Sab Motors Pvt. Ltd.,Fund based financial facility/instrument,CARE,D,23-06-2025,MEDIUM,Y,Manufacturing,INC with CARE — not cooperating; switch needed,"INC blocks bank financing; ACER vs CARE: faster, more responsive, India-focused"
Acetech Machinery Components India Pvt. Ltd.,Letter Of credit,CRISIL,A 4,23-06-2025,MEDIUM,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
Stalwart Alloys India Ltd.,Fund based financial facility/instrument,BRICKWORK,B,08-07-2025,MEDIUM,Y,Manufacturing,INC with BRICKWORK — not cooperating; switch needed,"INC blocks bank financing; ACER vs BRICKWORK: faster, more responsive, India-focused"
Synergies Castings Ltd.,Term loans,IND-RA,B+,08-07-2025,MEDIUM,Y,Manufacturing,INC with IND-RA — not cooperating; switch needed,"INC blocks bank financing; ACER vs IND-RA: faster, more responsive, India-focused"
Bhadrakali Autocare Pvt. Ltd.,Long term Loans,ACUITE,B-,14-07-2025,MEDIUM,Y,Manufacturing,INC with ACUITE — not cooperating; switch needed,"INC blocks bank financing; ACER vs ACUITE: faster, more responsive, India-focused"
Shri Pariyur Amman Kraft Papers Pvt. Ltd.,Term loans,ACUITE,B,14-07-2025,MEDIUM,Y,Manufacturing,INC with ACUITE — not cooperating; switch needed,"INC blocks bank financing; ACER vs ACUITE: faster, more responsive, India-focused"
Chanvim Engineering (India) Pvt. Ltd.,Term loans,ICRA,B+,14-07-2025,MEDIUM,Y,Manufacturing,INC with ICRA — not cooperating; switch needed,"INC blocks bank financing; ACER vs ICRA: faster, more responsive, India-focused"
Sainik Industries Pvt. Ltd.,Bank Guarantee,BRICKWORK,BB-,14-07-2025,MEDIUM,Y,Manufacturing,INC with BRICKWORK — not cooperating; switch needed,"INC blocks bank financing; ACER vs BRICKWORK: faster, more responsive, India-focused"
Manu Electricals Pvt. Ltd.,Bank Guarantee,BRICKWORK,A 4,11-07-2025,MEDIUM,Y,Manufacturing,INC with BRICKWORK — not cooperating; switch needed,"INC blocks bank financing; ACER vs BRICKWORK: faster, more responsive, India-focused"
Nutrionex Manufacturers Ltd.,Term loans,CARE,D,11-07-2025,MEDIUM,Y,Manufacturing,INC with CARE — not cooperating; switch needed,"INC blocks bank financing; ACER vs CARE: faster, more responsive, India-focused"
Ishwar Ispat Industries Private Limited,Long Term Bank Facilities,Infomerics,IVR BB- (INC)(Downgraded),"July 30, 2025",MEDIUM,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
SVASCA Industries India Limited,Long Term Bank Facilities,Infomerics,IVR B+ (INC)(Downgraded),"June 27, 2025",MEDIUM,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
SVASCA Industries India Limited,Short Term Bank Facilities,Infomerics,IVR A4 (INC)(Reaffirmed),"June 27, 2025",MEDIUM,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Chowdhry Rubber and Chemical Private Limited,Long Term Bank Facility,Infomerics,IVR B+ (INC)(Downgraded),"August 20, 2025",MEDIUM,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Chowdhry Rubber and Chemical Private Limited,Short Term Facility,Infomerics,IVR A4 (INC)(Reaffirmed),"August 20, 2025",MEDIUM,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Shonan Engineering Works Private Limited,Long Term Facilities,Infomerics,IVR B (INC)(Downgraded),"August 4, 2025",MEDIUM,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Jeevaka Industries Pvt. Ltd.,Non-government debt,ICRA,BB+/A4+,08-07-2025,MEDIUM,Y,Manufacturing,INC with ICRA — not cooperating; switch needed,"INC blocks bank financing; ACER vs ICRA: faster, more responsive, India-focused"
Technofab Engineering Ltd.,Long term Loans,CRISIL,D,08-07-2025,MEDIUM,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
Jogindra Castings Pvt. Ltd.,Non-fund based working capital limit,IND-RA,A 4+,25-06-2025,MEDIUM,Y,Manufacturing,INC with IND-RA — not cooperating; switch needed,"INC blocks bank financing; ACER vs IND-RA: faster, more responsive, India-focused"
Batliboi Environmental Engineering Ltd. [Merged],Non-fund based working capital limit,IND-RA,A 4,25-06-2025,MEDIUM,Y,Manufacturing,INC with IND-RA — not cooperating; switch needed,"INC blocks bank financing; ACER vs IND-RA: faster, more responsive, India-focused"
Savera Auto Comps Private Limited,Long Term Bank Facilities,Infomerics,IVR BB- (INC)(Downgraded),"November 3, 2025",MEDIUM,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Savera Auto Comps Private Limited,Short Term Bank Facilities,Infomerics,IVR A4 (INC)(Downgraded),"November 3, 2025",MEDIUM,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
ALM Industries Limited,Short Term Bank Facilities,Infomerics,IVR A4 (INC)(Downgraded),"September 29, 2025",MEDIUM,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Garg Equipment,Long Term Bank Facilities,Infomerics,IVR C (INC)(Downgraded),"September 22, 2025",MEDIUM,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Garg Equipment,Short Term Bank Facilities,Infomerics,IVR A4 (INC)(Reaffirmed),"September 22, 2025",MEDIUM,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Sudhesh Industries Private Limited,Long Term Bank Facilities,Infomerics,IVR B+ (INC)(Downgraded),"July 17, 2025",MEDIUM,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Corial Ceramic Pvt. Ltd.,Term loans,CRISIL,B,18-07-2025,MEDIUM,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
Z K L Bearings (India) Pvt. Ltd.,Non-fund based working capital limit,IND-RA,A 4,18-07-2025,MEDIUM,Y,Manufacturing,INC with IND-RA — not cooperating; switch needed,"INC blocks bank financing; ACER vs IND-RA: faster, more responsive, India-focused"
Ocean Motors Pvt. Ltd.,Long term Loans,CRISIL,D,02-07-2025,MEDIUM,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
Kavisha Motors Pvt. Ltd.,Fund based financial facility/instrument,BRICKWORK,C,02-07-2025,MEDIUM,Y,Manufacturing,INC with BRICKWORK — not cooperating; switch needed,"INC blocks bank financing; ACER vs BRICKWORK: faster, more responsive, India-focused"
J G Foundry Ltd.,Term loans,BRICKWORK,B-,02-07-2025,MEDIUM,Y,Manufacturing,INC with BRICKWORK — not cooperating; switch needed,"INC blocks bank financing; ACER vs BRICKWORK: faster, more responsive, India-focused"
Atul Motors Pvt. Ltd.,Fund based financial facility/instrument,BRICKWORK,A 4,01-07-2025,MEDIUM,Y,Manufacturing,INC with BRICKWORK — not cooperating; switch needed,"INC blocks bank financing; ACER vs BRICKWORK: faster, more responsive, India-focused"
Carnation Industries Ltd.,Letter Of credit,CRISIL,D,30-06-2025,MEDIUM,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
Karuturi Ceramics Pvt. Ltd.,Bank Guarantee,BRICKWORK,D,30-06-2025,MEDIUM,Y,Manufacturing,INC with BRICKWORK — not cooperating; switch needed,"INC blocks bank financing; ACER vs BRICKWORK: faster, more responsive, India-focused"
Deoghar Industries Pvt. Ltd.,Term loans,CRISIL,B,17-07-2025,MEDIUM,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
Kanhha Cables Pvt. Ltd.,Letter Of credit,BRICKWORK,A 4,17-07-2025,MEDIUM,Y,Manufacturing,INC with BRICKWORK — not cooperating; switch needed,"INC blocks bank financing; ACER vs BRICKWORK: faster, more responsive, India-focused"
Nirjharaa Industries Pvt. Ltd.,Term loans,IND-RA,B,18-07-2025,MEDIUM,Y,Manufacturing,INC with IND-RA — not cooperating; switch needed,"INC blocks bank financing; ACER vs IND-RA: faster, more responsive, India-focused"
Prince Mfg Inds. Pvt. Ltd.,Term loans,IND-RA,D,18-07-2025,MEDIUM,Y,Manufacturing,INC with IND-RA — not cooperating; switch needed,"INC blocks bank financing; ACER vs IND-RA: faster, more responsive, India-focused"
G 3 Motors Ltd.,Long term Loans,CRISIL,D,18-07-2025,MEDIUM,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
Prashant Automobiles Pvt. Ltd.,Term loans,IND-RA,B-,18-07-2025,MEDIUM,Y,Manufacturing,INC with IND-RA — not cooperating; switch needed,"INC blocks bank financing; ACER vs IND-RA: faster, more responsive, India-focused"
G G Automotive Gears Ltd.,Bank Guarantee,BRICKWORK,A 4,18-07-2025,MEDIUM,Y,Manufacturing,INC with BRICKWORK — not cooperating; switch needed,"INC blocks bank financing; ACER vs BRICKWORK: faster, more responsive, India-focused"
Asia (Chennai) Engineering Co. Pvt. Ltd.,Non-fund based working capital limit,IND-RA,A 4,18-07-2025,MEDIUM,Y,Manufacturing,INC with IND-RA — not cooperating; switch needed,"INC blocks bank financing; ACER vs IND-RA: faster, more responsive, India-focused"
Knack Packaging Ltd.,Term loans,IND-RA,B+,25-06-2025,MEDIUM,Y,Manufacturing,INC with IND-RA — not cooperating; switch needed,"INC blocks bank financing; ACER vs IND-RA: faster, more responsive, India-focused"
Ajanta Manufacturing Pvt. Ltd.,Non-fund based working capital limit,IND-RA,B+,25-06-2025,MEDIUM,Y,Manufacturing,INC with IND-RA — not cooperating; switch needed,"INC blocks bank financing; ACER vs IND-RA: faster, more responsive, India-focused"
Ellenbarrie Industrial Gases Ltd.,Bank Guarantee,CRISIL,A 2+,25-06-2025,MEDIUM,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
Gramox Paper & Boards Pvt. Ltd.,Term loans,IND-RA,B-,25-06-2025,MEDIUM,Y,Manufacturing,INC with IND-RA — not cooperating; switch needed,"INC blocks bank financing; ACER vs IND-RA: faster, more responsive, India-focused"
Goyal Glassware Pvt. Ltd.,Non-fund based working capital limit,IND-RA,A 4+,25-06-2025,MEDIUM,Y,Manufacturing,INC with IND-RA — not cooperating; switch needed,"INC blocks bank financing; ACER vs IND-RA: faster, more responsive, India-focused"
Hindustan Ferro Alloy Inds. Pvt. Ltd.,Non-fund based working capital limit,IND-RA,A 4,25-06-2025,MEDIUM,Y,Manufacturing,INC with IND-RA — not cooperating; switch needed,"INC blocks bank financing; ACER vs IND-RA: faster, more responsive, India-focused"
M & M Auto Inds. Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,17-07-2025,MEDIUM,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
Coastal Agro Industries Pvt. Ltd.,Long term Loans,CRISIL,B,17-07-2025,MEDIUM,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
Trivandrum Motors Pvt. Ltd.,Term loans,CARE,B,23-06-2025,MEDIUM,Y,Manufacturing,INC with CARE — not cooperating; switch needed,"INC blocks bank financing; ACER vs CARE: faster, more responsive, India-focused"
Yamuna Industries Ltd.,Term loans,CRISIL,B+,23-06-2025,MEDIUM,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
Sri Jayarama Motors Pvt. Ltd.,Non-government debt,ICRA,B+/A4,25-06-2025,MEDIUM,Y,Manufacturing,INC with ICRA — not cooperating; switch needed,"INC blocks bank financing; ACER vs ICRA: faster, more responsive, India-focused"
Globe Automobiles Pvt. Ltd.,Term loans,ICRA,BB+,25-06-2025,MEDIUM,Y,Manufacturing,INC with ICRA — not cooperating; switch needed,"INC blocks bank financing; ACER vs ICRA: faster, more responsive, India-focused"
Vishwa Industrial Co. Ltd.,Bank Guarantee,CARE,A 4,25-06-2025,MEDIUM,Y,Manufacturing,INC with CARE — not cooperating; switch needed,"INC blocks bank financing; ACER vs CARE: faster, more responsive, India-focused"
Hercules Automobiles Intl. Pvt. Ltd.,Term loans,IND-RA,D,25-06-2025,MEDIUM,Y,Manufacturing,INC with IND-RA — not cooperating; switch needed,"INC blocks bank financing; ACER vs IND-RA: faster, more responsive, India-focused"
A K S Electricals & Electronics Ltd.,Non-fund based working capital limit,IND-RA,A 4,25-06-2025,MEDIUM,Y,Manufacturing,INC with IND-RA — not cooperating; switch needed,"INC blocks bank financing; ACER vs IND-RA: faster, more responsive, India-focused"
Twinkle Papers Ltd.,Letter Of credit,CARE,A 4,25-06-2025,MEDIUM,Y,Manufacturing,INC with CARE — not cooperating; switch needed,"INC blocks bank financing; ACER vs CARE: faster, more responsive, India-focused"
Patnaik Steels & Alloys Ltd. [Merged],Bank Guarantee,CRISIL,A 4,25-07-2025,MEDIUM,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
Amazoone Ceramics Ltd.,Non-fund-based financial facility/instrument,ICRA,A 4,25-07-2025,MEDIUM,Y,Manufacturing,INC with ICRA — not cooperating; switch needed,"INC blocks bank financing; ACER vs ICRA: faster, more responsive, India-focused"
Muktar Automobiles Pvt. Ltd.,Bank Guarantee,CARE,D,16-07-2025,MEDIUM,Y,Manufacturing,INC with CARE — not cooperating; switch needed,"INC blocks bank financing; ACER vs CARE: faster, more responsive, India-focused"
Brijlax Motors Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,B,16-07-2025,MEDIUM,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
N P T Papers Pvt. Ltd.,Letter Of credit,CRISIL,A 4+,15-07-2025,MEDIUM,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
Achiever Apparels Pvt. Ltd.,Short-term loan,CARE,A 4,15-07-2025,MEDIUM,Y,Manufacturing,INC with CARE — not cooperating; switch needed,"INC blocks bank financing; ACER vs CARE: faster, more responsive, India-focused"
K E W Industries Ltd.,Term loans,CRISIL,D,14-07-2025,MEDIUM,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
King'S Motors Pvt. Ltd.,Term loans,CRISIL,B+,14-07-2025,MEDIUM,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
Sai Industries Pvt. Ltd.,Letter Of credit,CARE,A 4,23-07-2025,MEDIUM,Y,Manufacturing,INC with CARE — not cooperating; switch needed,"INC blocks bank financing; ACER vs CARE: faster, more responsive, India-focused"
Nachimuthu Industrial Association,Long term Loans,CRISIL,B-,23-07-2025,MEDIUM,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
P P Rubber Products Pvt. Ltd.,Term loans,CARE,B-,29-07-2025,MEDIUM,Y,Manufacturing,INC with CARE — not cooperating; switch needed,"INC blocks bank financing; ACER vs CARE: faster, more responsive, India-focused"
H P Valves & Fittings India Pvt. Ltd.,Term loans,CRISIL,B,29-07-2025,MEDIUM,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
Shree Ponni Lead Alloy Pvt. Ltd.,Term loans,CRISIL,B,29-07-2025,MEDIUM,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
Hercules Pigments Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,B,29-07-2025,MEDIUM,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
Gunina Alloy & Steel Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,28-07-2025,MEDIUM,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
Maa Sheetla Autowheels Pvt. Ltd.,Letter Of credit,CRISIL,A 4,25-07-2025,MEDIUM,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
Shree Bhageshwari Papers Pvt. Ltd.,Bank Guarantee,BRICKWORK,A 4,03-07-2025,MEDIUM,Y,Manufacturing,INC with BRICKWORK — not cooperating; switch needed,"INC blocks bank financing; ACER vs BRICKWORK: faster, more responsive, India-focused"
Lakshmi Float Glass Ltd.,Term loans,BRICKWORK,B,03-07-2025,MEDIUM,Y,Manufacturing,INC with BRICKWORK — not cooperating; switch needed,"INC blocks bank financing; ACER vs BRICKWORK: faster, more responsive, India-focused"
Mangalam Alloys Ltd.,Fund based financial facility/instrument,BRICKWORK,BB-,10-07-2025,MEDIUM,Y,Manufacturing,INC with BRICKWORK — not cooperating; switch needed,"INC blocks bank financing; ACER vs BRICKWORK: faster, more responsive, India-focused"
U T M Engineering Pvt. Ltd.,Bank Guarantee,CRISIL,D,09-07-2025,MEDIUM,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
Akanksha Automobiles (Rudrapur) Pvt. Ltd.,Non-fund-based financial facility/instrument,CRISIL,A 4+,09-07-2025,MEDIUM,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
Akanksha Automobiles Pvt. Ltd.,Term loans,ICRA,B+,09-07-2025,MEDIUM,Y,Manufacturing,INC with ICRA — not cooperating; switch needed,"INC blocks bank financing; ACER vs ICRA: faster, more responsive, India-focused"
Synco Industries Ltd.,Non-fund-based financial facility/instrument,ICRA,A 4,25-07-2025,MEDIUM,Y,Manufacturing,INC with ICRA — not cooperating; switch needed,"INC blocks bank financing; ACER vs ICRA: faster, more responsive, India-focused"
East India Packaging Pvt. Ltd.,Long term Loans,CRISIL,B+,23-07-2025,MEDIUM,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
Sebros Industries Pvt. Ltd.,Letter Of credit,CRISIL,A 4,30-06-2025,MEDIUM,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
Prometrik Engineering Ltd.,Non-fund-based financial facility/instrument,ICRA,A 4,27-06-2025,MEDIUM,Y,Manufacturing,INC with ICRA — not cooperating; switch needed,"INC blocks bank financing; ACER vs ICRA: faster, more responsive, India-focused"
T I Anode Fabricators Pvt. Ltd.,Bank Guarantee,CRISIL,A 4+,08-07-2025,MEDIUM,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
Truvolt Engineering Co. Pvt. Ltd.,Letter Of credit,BRICKWORK,A 4,08-07-2025,MEDIUM,Y,Manufacturing,INC with BRICKWORK — not cooperating; switch needed,"INC blocks bank financing; ACER vs BRICKWORK: faster, more responsive, India-focused"
Bharat Industrial Enterprises Pvt. Ltd.,Fund based financial facility/instrument,BRICKWORK,BB,07-07-2025,MEDIUM,Y,Manufacturing,INC with BRICKWORK — not cooperating; switch needed,"INC blocks bank financing; ACER vs BRICKWORK: faster, more responsive, India-focused"
Guinea Motors Pvt. Ltd.,Term loans,CRISIL,D,04-07-2025,MEDIUM,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
Padam Motors Pvt. Ltd.,Term loans,CARE,D,04-07-2025,MEDIUM,Y,Manufacturing,INC with CARE — not cooperating; switch needed,"INC blocks bank financing; ACER vs CARE: faster, more responsive, India-focused"
L G W Industries Ltd.,Fund based financial facility/instrument,CARE,B,03-07-2025,MEDIUM,Y,Manufacturing,INC with CARE — not cooperating; switch needed,"INC blocks bank financing; ACER vs CARE: faster, more responsive, India-focused"
T R G Industries Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,31-07-2025,MEDIUM,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
Porwal Auto Components Ltd.,Bank Guarantee,CRISIL,A 4,31-07-2025,MEDIUM,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
Star Kraft Papers Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,21-07-2025,MEDIUM,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
Wegmans Industries Pvt. Ltd.,Term loans,BRICKWORK,C,21-07-2025,MEDIUM,Y,Manufacturing,INC with BRICKWORK — not cooperating; switch needed,"INC blocks bank financing; ACER vs BRICKWORK: faster, more responsive, India-focused"
Truevalue Engineering Pvt. Ltd.,Long term Loans,ACUITE,C,21-07-2025,MEDIUM,Y,Manufacturing,INC with ACUITE — not cooperating; switch needed,"INC blocks bank financing; ACER vs ACUITE: faster, more responsive, India-focused"
W R C Engineering Co. Pvt. Ltd.,Term loans,IND-RA,B-,18-07-2025,MEDIUM,Y,Manufacturing,INC with IND-RA — not cooperating; switch needed,"INC blocks bank financing; ACER vs IND-RA: faster, more responsive, India-focused"
Lexus Motors Ltd.,Term loans,CRISIL,B,18-07-2025,MEDIUM,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
Vega Conveyors & Automation Pvt. Ltd.,Term loans,IND-RA,BB-,18-07-2025,MEDIUM,Y,Manufacturing,INC with IND-RA — not cooperating; switch needed,"INC blocks bank financing; ACER vs IND-RA: faster, more responsive, India-focused"
Sas Automotives Pvt. Ltd.,Long term Loans,CRISIL,B,30-07-2025,MEDIUM,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
Hav Motors Pvt. Ltd.,Term loans,CRISIL,B+,30-07-2025,MEDIUM,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
G S Autocomp Pvt. Ltd.,Letter Of credit,BRICKWORK,A 4,01-08-2025,MEDIUM,Y,Manufacturing,INC with BRICKWORK — not cooperating; switch needed,"INC blocks bank financing; ACER vs BRICKWORK: faster, more responsive, India-focused"
Bafna Motors (India) Pvt. Ltd.,Term loans,CARE,D,01-08-2025,MEDIUM,Y,Manufacturing,INC with CARE — not cooperating; switch needed,"INC blocks bank financing; ACER vs CARE: faster, more responsive, India-focused"
Karthik Alloys Ltd.,Bank Guarantee,CARE,D,01-08-2025,MEDIUM,Y,Manufacturing,INC with CARE — not cooperating; switch needed,"INC blocks bank financing; ACER vs CARE: faster, more responsive, India-focused"
Crystal Ceramic Inds. Ltd.,Bank Guarantee,ICRA,B+(CE),31-07-2025,MEDIUM,Y,Manufacturing,INC with ICRA — not cooperating; switch needed,"INC blocks bank financing; ACER vs ICRA: faster, more responsive, India-focused"
Subam Papers Ltd.,Long term Loans,CRISIL,B,31-07-2025,MEDIUM,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
Patil Automation Ltd.,Term loans,CRISIL,B,31-07-2025,MEDIUM,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
Mahaveer Infraengineering Pvt. Ltd.,Long term Loans,CRISIL,B-,16-07-2025,MEDIUM,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
Binjusaria Papers Pvt. Ltd.,Long term Loans,CRISIL,B+,16-07-2025,MEDIUM,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
Premier India Bearings Ltd.,Non-fund based working capital limit,IND-RA,A 4,18-07-2025,MEDIUM,Y,Manufacturing,INC with IND-RA — not cooperating; switch needed,"INC blocks bank financing; ACER vs IND-RA: faster, more responsive, India-focused"
Pelican Rubber Ltd.,Non-fund based working capital limit,IND-RA,D,18-07-2025,MEDIUM,Y,Manufacturing,INC with IND-RA — not cooperating; switch needed,"INC blocks bank financing; ACER vs IND-RA: faster, more responsive, India-focused"
